Объем,Бренд,Цена со скидкой,Цена,Тип вина,Цвет,Сахар,Страна производителя,Регион,Аппелласьон,Производитель,Категория,Бренд / Серия,Сорт винограда,Выдержка в ёмкости,Содержание алкоголя,Количество в упаковке,Температура подачи,Friendly,BiO,Винтаж,Субрегион,Выдержка,Подарочная упаковка 0.75,Chateau Pinot,580₽,725₽,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань. Новороссийск ЗГУ,Chateau Pinot,ЗГУ,Chateau PinotГравитация,Пино нуарСаперави,Стальной чан,13%,6,16-18 
0.75,Dievole,2 234₽,2 793₽,Тихое,Красное,Сухое,Италия,Тоскана,Chianti Classico DOCG,Dievole,DOCG,,СанджовезеМерло,Бочка,13.5%,6,16-18,,,,Кьянти,,
0.75,Castelfeder,2 449₽,3 061₽,Тихое,Белое,Полусухое,Италия,Трентино-Альто-Адидже,Mitterberg IGT,Castelfeder,IGT/IGP,,Гевюрцтраминер,Стальной чан,14%,6,10-12,,,,Альто Адидже,,
0.75,Jermann,4 516₽,4 516₽,Тихое,Белое,Сухое,Италия,Фриули-Венеция-Джулия,Venezia Giulia IGT,Jermann,IGT/IGP,,Пино блан,Стальной чан,13.5%,6,10-12,,,,,,
0.75,Jermann,4 909₽,4 909₽,Тихое,Белое,Сухое,Италия,Фриули-Венеция-Джулия,Venezia Giulia IGT,Jermann,IGT/IGP,,Риболла джаллаРислингФриулано,Бочка,12.5%,6,10-12,,,,,,
0.75,Albert Bichot,2 285₽,2 856₽,Тихое,Красное,Сухое,Франция,Бургундия,Brouilly AOC,Albert Bichot,AOC/AOP,Albert BichotRoche Rose,Гаме,Бочка,,6,16-18,,,,Божоле,,
1.5,Allegrini,50 841₽,50 841₽,Тихое,Красное,Сухое,Италия,Венето,Amarone della Valpolicella DOCG,Allegrini,DOCG,,Корвина веронезеКорвинонеРондинеллаОзелета,Бочка,16%,1,16-18,Sustainable,,2019,Вальполичелла,,Да
0.75,Le Gatte,3 171₽,3 964₽,Тихое,Красное,Сухое,Италия,Ломбардия,Capriano del Colle DOC,Le Gatte,DOC/DOP,,МерлоМарцеминоСанджовезе,Бочка,14%,6,16-18,,,,,,
0.75,Vega Sicilia,95 141₽,95 141₽,Тихое,Красное,Сухое,Испания,Кастилия и Леон,Ribera del Duero DO,Vega Sicilia,,,Каберне совиньонТемпранильо,Бочка,14%,,16-18,,,,,,
0.375,,1 892₽,1 892₽,Тихое,Белое,Полусухое,Франция,Эльзас,Alsace AOC,Gustave Lorentz,AOC/AOP,,Рислинг,Стальной чан,12.5%,12,8-10,,,2022,,,
0.75,Chateau de Talu,2 054₽,2 568₽,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань. Геленджик ЗГУ,Chateau de Talu,ЗГУ,Chateau de Talu,Мерло,Бочка,14.5%,6,16-18,,,,,,
0.75,Tenute Neirano,1 944₽,2 430₽,Тихое,Красное,Сухое,Италия,Пьемонт,Asti DOCG,Tenute Neirano,DOCG,,Барбера,Стальной чан,13.5%,6,16-18,,,,,,
0.75,Makarounas Winery,4 154₽,5 192₽,Тихое,Белое,Сухое,Кипр,Пафос,,Makarounas Winery,,,Василисса,Бочка,11.5% - 12.5%,6,10-12,Vegan,Organic,,,,
0.375,Fanagoria,1 668₽,2 085₽,Тихое,Белое,Сладкое,Россия,Краснодарский край,,Fanagoria,,Icewine,Мускат,Стальной чан,10% - 12%,6,8-10,,,,,,Да
0.75,Aixala I Alcait,3 713₽,4 641₽,Тихое,Красное,Сухое,Испания,Каталония,Priorat DOQ,Aixala I Alcait,DOQ,Aixala I AlcaitPardelasses,ГарначаКариньян,Бочка,,6,16-18,,,,Приорат,,
0.75,Pago de La Jaraba,3 831₽,3 831₽,Тихое,Красное,Сухое,Испания,Кастилия-Ла-Манча,La Mancha DO,Pago de La Jaraba,DO,,ТемпранильоКаберне совиньонМерло,Бочка,13.5%,6,16-18,,,2018,,,
0.75,Weingut Heninger,2 000₽,2 000₽,Тихое,Белое,Сухое,Австрия,Нижняя Австрия,Niederosterreich,Weingut Heninger,,,Рислинг,Стальной чан,12.5%,6,8-10,,,,,,
0.75,,3 641₽,3 641₽,Тихое,Красное,Сухое,Испания,Риоха,Rioja DOCa,Marqués de Cáceres,DOCa,,ТемпранильоГарначаГрасиано,Бочка,14%,6,16-18,,,2020,,,
0.375,,3 657₽,3 657₽,Тихое,Белое,Сухое,Франция,Долина Луары,Pouilly-Fumé AOC,Michel Redde et Fils,AOC/AOP,,Совиньон блан,Бочка,13%,12,10-12,,,2022,Пюйи-Фюме,,
0.75,,4 862₽,4 862₽,Тихое,Красное,Сухое,Испания,Риоха,Rioja DOCa,Beronia,DOCa,,ТемпранильоГрасианоМасуэло,Бочка,14%,6,16-18,,,2019,,,
0.75,Nik Weis St. Urbans-Hof,2 990₽,2 990₽,Тихое,Белое,Полусладкое,Германия,Мозель,Mosel QbA,Nik Weis St. Urbans-Hof,QbA,Nik Weis,Рислинг,Стальной чан,10.5%,6,10-12,,,,,,
0.75,,10 041₽,10 041₽,Тихое,Красное,Сухое,Франция,Бордо,Medoc AOC,Chateau Cos d'Estournel,AOC/AOP,,МерлоКаберне совиньонКаберне фран,Бочка,13%,6,16-18,,,2015,Медок,,
0.75,Chateau Petit Village,28 575₽,28 575₽,Тихое,Красное,Сухое,Франция,Бордо,Pomerol AOC,Chateau Petit Village,AOC/AOP,,МерлоКаберне франКаберне совиньон,Бочка,14%,6,16-18,,,2016,Помероль,,
0.75,Askaneli,1 702₽,1 702₽,Тихое,Белое,Сухое,Грузия,Кахетия,,Askaneli,,,Хихви,,12.5%,6,10-12,,,2022,,,
0.75,Vina Bouchon,847₽,1 210₽,,Белое,Сухое,Чили,Центральная долина,Central Valley DO,Vina Bouchon,DO,,Шардоне,,12.5%,6,10-12,VeganSustainable,Organic,2023,,,
0.75,Kakhetian Traditional Winemaking,962₽,962₽,,Белое,Сухое,Грузия,Кахетия,Цинандали,Kakhetian Traditional Winemaking,,,РкацителиКахури мцване,,11% - 12%,,10-12,,,,,,
0.75,Olymp Winery,423₽,423₽,Тихое,Белое,Полусладкое,Россия,Краснодарский край,,Olymp Winery,,,АлиготеЦитронный магарача,,10% - 12%,6,10-12,,,,,,
0.75,,16 759₽,16 759₽,Тихое,Красное,Сухое,Франция,Бургундия,Moulin-a-Vent AOC,Philippe Pacalet,AOC/AOP,,Гаме,Бочка,13%,12,14-16,,Natural/raw,2017,Божоле,,
0.75,Domaine Maratray-Dubreuil,22 107₽,27 634₽,Тихое,Белое,Сухое,Франция,Бургундия,Corton-Charlemagne Grand Cru AOС,Domaine Maratray-Dubreuil,AOC/AOP,,Шардоне,Бочка,13.5%,6,10-12,,,,Кот де Бон,,
0.187,,220₽,220₽,Тихое,Белое,Сухое,Россия,Краснодарский край,Кубань. Таманский полуостров ЗГУ,Кубань-Вино,ЗГУ,,Шардоне,Стальной чан,11%,12,10-12,,,,Кубань,,
0.75,Массандра,506₽,633₽,Тихое,Белое,Сухое,Россия,Крым,Крым ЗГУ,Массандра,ЗГУ,МассандраАвторское,Алиготе,Стальной чан,13%,6,10-12,,,,,,
0.75,Attis,2 761₽,3 451₽,Тихое,Белое,Сухое,Испания,Галисия,Rias Baixas DO,Attis,DO,Attis,Альбариньо,Стальной чан,,,8-10,,,,Риас Байшас,,
0.75,Рем Акчурин,1 560₽,1 950₽,Тихое,Белое,Сухое,Россия,Крым,,Рем Акчурин,,Рем Акчурин,Мускат,Стальной чан,11.5% - 13.5%,6,8-10,,,,,,
0.75,Дом Захарьиных,1 462₽,1 828₽,Тихое,Белое,Сухое,Россия,Крым,Крым ЗГУ,Дом Захарьиных,ЗГУ,,КокурСары пандас,Бочка,12%,6,10-12,,,,,,
0.75,,999₽,1 816₽,Тихое,Розовое,Сухое,Россия,Крым,Крым ЗГУ,Сатера,ЗГУ,EsseEsse Unplugged,Пино гри,,11.5% - 12.5%,6,8-10,,,2022,,,
10,Olymp Winery,3 259₽,3 259₽,Тихое,Белое,Полусладкое,Россия,,,Olymp Winery,,,Мускатные сорта винограда,,9% - 11%,1,8-10,,,,,,
0.75,Badet Clément,1 606₽,2 008₽,Тихое,Белое,Сухое,Франция,,,Badet Clément,,Badet ClementMaison de la Villette,Шардоне,Стальной чан,,6,8-10,,,,,,
0.75,Venica & Venica,4 103₽,4 103₽,Тихое,Белое,Сухое,Италия,Фриули-Венеция-Джулия,Venezia Giulia IGT,Venica & Venica,IGT/IGP,,ШардонеФриуланоРиболла джалла,Стальной чан,13.5%,6,10-12,,,2021,,,
0.75,Bodegas y Vinedos Raul Perez,4 789₽,4 789₽,Тихое,Красное,Сухое,Испания,Кастилия и Леон,Bierzo DO,Bodegas y Vinedos Raul Perez,DO,,Менсия,Бочка,13.5%,6,16-18,,Natural/raw,2021,,,
0.75,Sainte Neige,6 318₽,7 897₽,Тихое,Красное,Сухое,Япония,,,Sainte Neige,,,Каберне совиньонАликантеПти вердо,Бочка,13%,6,16-18,,,,,,
0.75,Kautz Vineyards,2 567₽,2 567₽,Тихое,Белое,Сухое,США,Калифорния,California,Kautz Vineyards,,,Шардоне,,13.5%,12,10-12,,,2021,,,
0.75,Fanagoria,875₽,1 094₽,Тихое,Красное,Сухое,Россия,Краснодарский край,Сенной ЗНМП,Fanagoria,ЗНМП,,Саперави,Бочка,15.5%,6,16-18,,,,,,
0.75,Tinazzi,1 382₽,1 727₽,Тихое,Белое,Сухое,Италия,Венето,Soave DOC,Tinazzi,DOC/DOP,,ГарганегаТреббьяно ди соаве,Стальной чан,12.5%,6,10-12,,,,Соаве,,
0.75,,10 277₽,10 277₽,Тихое,Красное,Сухое,Италия,Пьемонт,Barolo DOCG,Batasiolo,DOCG,,Неббиоло,Стальной чан,14%,6,16-18,,,2019,Бароло,,
0.75,,1 735₽,1 735₽,Тихое,Белое,Сухое,Италия,Сицилия,Terre Siciliane IGT,Contri Spumanti,IGT/IGP,Terre dell Isola,Роль (верментино),Стальной чан,13%,6,10-12,,,2022,,,
0.75,Виноградники Гай-Кодзора,1 308₽,1 308₽,Тихое,Белое,Сухое,Россия,Краснодарский край,,Виноградники Гай-Кодзора,,Gai-KodzorTerroir,СемильонШардонеРуссан,Стальной чан,12.5% - 13%,6,10-12,,,,,,
0.75,Chateau Pinot,1 624₽,2 030₽,Тихое,Белое,Сухое,Россия,Краснодарский край,Кубань. Новороссийск ЗГУ,Chateau Pinot,ЗГУ,Chateau PinotДикари,Совиньон блан,Бочка,13%,6,8-10,,,,,,
0.75,,5 913₽,5 913₽,Тихое,Белое,Сухое,Россия,Крым,,Сатера,,Oleg Repin,Алиготе,Стальной чан,12% - 14%,6,10-12,,,2022,,,
0.75,,49 613₽,49 613₽,Тихое,Красное,Сухое,Франция,Бордо,Saint-Emilion Grand Cru AOC,Chateau Troplong Mondot,AOC/AOP,,МерлоКаберне совиньонКаберне фран,Бочка,,12,16-18,,,2015,Сент-Эмильон,,
0.75,,949₽,1 726₽,Тихое,Белое,Сухое,Россия,Крым,Крым ЗГУ,Сатера,ЗГУ,EsseEsse Unplugged,Пино гри,Стальной чан,11.5% - 13.5%,6,8-10,,,2022,,,
0.75,Дом Захарьиных,751₽,939₽,Тихое,Розовое,Сухое,Россия,Крым,Крым ЗГУ,Дом Захарьиных,ЗГУ,,КокурКефесия,Стальной чан,11%,6,10-12,,,,,,
0.75,,13 429₽,13 429₽,Тихое,Красное,Сухое,Франция,Бургундия,Chassagne Montrachet AOC,Domaine De La Choupette,AOC/AOP,,Пино нуар,Бочка,13%,6,16-18,,,2022,Шассань-Монраше,,
0.375,,58 534₽,58 534₽,Тихое,Красное,Сухое,США,Калифорния,Napa Valley AVA,Opus One,AVA,Opus One,Каберне совиньонПти вердоМерлоКаберне франМальбек,Бочка,14.5%,12,16-18,,,2018,Напа,,
0.75,,16 600₽,16 600₽,Тихое,Красное,Сухое,Чили,Центральная долина,Puente Alto DO,Almaviva,DO,,Каберне совиньонКарменерМерлоКаберне фран,Бочка,,6,16-18,,,2019,Майпо,,
0.75,,1 106₽,1 383₽,Тихое,Розовое,Сухое,Россия,Краснодарский край,Кубань. Новороссийск ЗГУ,Мысхако,ЗГУ,МысхакоRenaissance,МерлоТемпранильо,Бочка,12.5%,6,10-12,,,,Кубань,,
0.75,Cantina Orsogna,2 044₽,2 555₽,Тихое,Красное,Сухое,Италия,Абруццо,Terre di Chieti IGT,Cantina Orsogna,IGT/IGP,Cantina OrsognaVola Vole Maiella National Park,Примитиво,Стальной чан,13.5%,6,16-18,,Organic,,Кьети,,
0.75,Kaapzicht,3 362₽,3 362₽,Тихое,Красное,Сухое,ЮАР,Западный Кейп,Stellenbosch WO,Kaapzicht,WO,,Пинотаж,Бочка,13%,6,16-18,,,2021,Коустал Риджн,,
0.75,,1 369₽,1 369₽,,Красное,Сухое,Испания,,,Cherubino Valsangiacomo,,,Красные сорта винограда,,11%,6,14-16,,,,,,
0.75,Chateau Ferrière,12 900₽,12 900₽,Тихое,Красное,Сухое,Франция,Бордо,Margaux AOC,Chateau Ferrière,AOC/AOP,,Каберне совиньонМерлоПти вердоКаберне фран,Бочка,14.5%,12,16-18,,Biodynamic,2018,Марго,,
0.75,,581₽,1 056₽,Тихое,Розовое,Сухое,Россия,Крым,Крым ЗГУ,Сатера,ЗГУ,Esse,Каберне совиньонКаберне фран,Стальной чан,11.5% - 13.5%,6,10-12,,,2022,,,
0.75,,5 414₽,5 414₽,Тихое,Красное,Сухое,Италия,Тоскана,Chianti Classico DOCG,Castello della Paneretta,DOCG,,СанджовезеКанайолоКолорино,Бочка,13.5%,6,16-18,,,2020,Кьянти,,
0.75,,1 884₽,1 884₽,Тихое,Красное,Сухое,Италия,Апулия,Salento IGT,Villa Degli Olmi,IGT/IGP,Gatto Matto,Примитиво,,12%,6,16-18,,,2022,,,
1.5,Chateau Pinot,2 628₽,3 285₽,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань. Новороссийск ЗГУ,Chateau Pinot,ЗГУ,Chateau PinotКолдун,Каберне совиньонКаберне франМерлоПти вердо,Бочка,14%,6,16-18,,,,,,
0.75,Olymp Winery,481₽,687₽,,Белое,Сухое,Россия,Краснодарский край,Кубань ЗГУ,Olymp Winery,ЗГУ,Adagum,Ркацители,,10% - 12%,6,10-12,,,,Кубань,,
0.75,Cantine Settesoli,1 706₽,1 706₽,Тихое,Белое,Полусухое,Италия,Сицилия,Terre Siciliane IGT,Cantine Settesoli,IGT/IGP,,Инзолия,Стальной чан,12.5%,6,10-12,Vegan,,2021,,,
0.75,Golser Wein,1 218₽,1 740₽,Тихое,Красное,Полусухое,Австрия,Бургенланд,,Golser Wein,,,Цвайгельт,Стальной чан,13%,6,14-16,Sustainable,,2021,,,
0.75,,790₽,1 128₽,,Белое,Сухое,Армения,Араратская долина,,Tierras de Armenia,,Karas,КангунШенен блан,,13.5%,6,10-12,,,2022,,,
0.75,,3 398₽,3 398₽,Тихое,Красное,Сухое,Италия,Пьемонт,Barbera d'Asti DOCG,Batasiolo,DOCG,,Барбера,Стальной чан,14%,6,16-18,,,2022,Асти,,
0.75,,4 955₽,4 955₽,Тихое,Красное,Сухое,Аргентина,Мендоса,Tupungato GI,Luca Winery,GI,,Пино нуар,Бочка,12.5%,12,16-18,Sustainable,,2021,,,
0.75,Cono Sur,702₽,877₽,Тихое,Красное,Полусухое,Чили,Центральная долина,Central Valley DO,Cono Sur,DO,Cono SurTocornal,Карменер,Стальной чан,12% - 12.5%,6,16-18,,,,,,
0.75,Lake Road,1 568₽,2 240₽,Тихое,Белое,Полусухое,Новая Зеландия,Мальборо,Marlborough,Lake Road,,Paddle CreekLake Road,Совиньон блан,Стальной чан,,6,8-10,,,,,,
0.75,Garcia Carrion,866₽,866₽,,Красное,Сухое,Испания,Мурсия,Jumilla DO,Garcia Carrion,DO,,Монастрель,,13%,12,14-16,,,,Хумилья,,
0.75,,816₽,1 020₽,Тихое,Красное,Сухое,Россия,Краснодарский край,Кубань. Новороссийск ЗГУ,Мысхако,ЗГУ,МысхакоRenaissance,Карменер,Бочка,14%,6,16-18,,,,Кубань,,
0.75,Тифлисский Винный Погребъ,1 794₽,2 243₽,Тихое,Красное,Полусладкое,Грузия,Рача-Лечхуми,Хванчкара,Тифлисский Винный Погребъ,,,АлександроулиМуджуретули,Квеври,11%,6,10-12,,,,,,
0.75,Domaine des Cotes Blanches,3 970₽,4 962₽,Тихое,Красное,Сухое,Франция,Долина Луары,Sancerre AOC,Domaine des Cotes Blanches,AOC/AOP,,Пино нуар,Бочка,13%,6,16-18,,,,Сансер,,
