Объем,Бренд,Цена со скидкой,Цена,Тип вина,Цвет,Сахар,Страна производителя,Регион,Аппелласьон,Производитель,Категория,Сорт винограда,Выдержка в ёмкости,Содержание алкоголя,Температура подачи,Friendly,BiO,Винтаж,Подарочная упаковка
0.75,Bellene,23274.0,23274.0,Тихое,Красное,Сухое,Франция,Бургундия,Nuits-Saint-Georges 1er Cru AOC,Bellene,AOC/AOP,Пино нуар,Бочка,13.5,15.0,1,1,2020,0
0.75,unknown,3590.0,3590.0,Тихое,Белое,Сухое,Италия,Пьемонт,Langhe DOC,Batasiolo,DOC/DOP,Шардоне,Стальной чан,14.0,11.0,0,0,2022,0
0.75,Dopff & Irion,2821.0,2821.0,Тихое,Белое,Сухое,Франция,Эльзас,Alsace AOC,Dopff & Irion,AOC/AOP,Рислинг,Стальной чан,11.5,11.0,0,0,unknown,0
0.75,Lapis Luna,4576.0,4576.0,Тихое,Красное,Сухое,США,Калифорния,North Coast AVA,Lapis Luna,AVA,Пино нуар,Бочка,12.914653243847875,17.0,0,0,2022,0
0.75,Domaine de Nerleux,2034.0,2542.0,Тихое,Белое,Сухое,Франция,Долина Луары,Saumur AOC,Domaine de Nerleux,AOC/AOP,Шенен блан,Стальной чан,13.5,11.0,0,0,unknown,0
0.75,Olymp Winery,502.0,502.0,Тихое,Белое,Полусладкое,Россия,unknown,unknown,Olymp Winery,unknown,Шардоне,unknown,11.0,11.0,0,0,unknown,0
0.75,Maison Duprat,659.0,824.0,Тихое,Красное,Полусладкое,Франция,unknown,unknown,Maison Duprat,unknown,Темпранильо,Стальной чан,12.0,15.0,0,0,unknown,0
0.75,Zimmermann-Graeff & Muller,1061.0,1515.0,Тихое,Белое,Полусухое,Германия,Пфальц,unknown,Zimmermann-Graeff & Muller,unknown,Рислинг,unknown,11.0,9.0,0,0,2022,0
0.75,Bodegas Muga,2600.0,2600.0,Тихое,Белое,Сухое,Испания,Риоха,Rioja DOCa,Bodegas Muga,DOCa,ВиураМальвазияГренаш блан,Бочка,13.0,9.0,0,0,unknown,0
0.75,Take it to the Grave,2028.0,2535.0,Тихое,Красное,Сухое,Австралия,Южная Австралия,South Australia GI,Take it to the Grave,GI,Пино нуар,Бочка,13.5,15.0,0,0,unknown,0
0.75,unknown,2342.0,2342.0,Тихое,Белое,Сухое,Италия,Венето,Veneto IGT,Botter,IGT/IGP,ГарганегаШардоне,Стальной чан,12.5,11.0,0,0,2021,0
0.75,unknown,100244.0,100244.0,Тихое,Красное,Сухое,Франция,Бургундия,Corton Grand Cru AOC,Philippe Pacalet,AOC/AOP,Пино нуар,Бочка,13.5,15.0,0,1,2020,0
0.75,Clos Figueras,3351.0,4189.0,Тихое,Красное,Сухое,Испания,Приорат,Priorat DOQ,Clos Figueras,DOQ,ГарначаКариньянСираКаберне совиньон,Бочка,15.0,17.0,0,0,unknown,0
0.75,Pago de los Capellanes,6567.0,8209.0,Тихое,Красное,Сухое,Испания,Рибера дель Дуэро,Ribera del Duero DO,Pago de los Capellanes,DO,Темпранильо,Бочка,14.75,17.0,0,0,unknown,0
0.75,Finca Beltran,1393.0,1990.0,Тихое,Белое,Сухое,Аргентина,Мендоса,Mendoza,Finca Beltran,unknown,Вионье,Стальной чан,13.5,9.0,0,0,2023,0
0.75,Shukhrat Khakimov & Viticultores,4584.0,4584.0,Тихое,Красное,Сухое,Испания,Валенсия,Valencia DO,Shukhrat Khakimov & Viticultores,DO,Монастрель,Бочка,14.0,15.0,0,1,2019,0
0.75,Бурлюк,329.0,411.0,Тихое,Красное,Полусладкое,Россия,Крым,unknown,Бурлюк,unknown,МолдоваМускат,Стальной чан,11.0,15.0,0,0,unknown,0
0.75,Apollonio,2094.0,2618.0,Тихое,Красное,Сухое,Италия,Апулия,Copertino DOC,Apollonio,DOC/DOP,НегроамароМонтепульчаноМальвазия нера,Бочка,12.914653243847875,17.0,0,0,unknown,0
0.75,Luis Felipe Edwards,564.0,705.0,Тихое,Белое,Сухое,Чили,Центральная долина,Central Valley DO,Luis Felipe Edwards,DO,Совиньон блан,Стальной чан,12.5,11.0,0,0,unknown,0
0.75,Olymp Winery,474.0,474.0,Тихое,Красное,Сухое,Россия,unknown,unknown,Olymp Winery,unknown,Каберне совиньон,unknown,11.0,15.0,0,0,unknown,0
0.75,Andryus Yutsis,4550.0,4550.0,Тихое,Белое,Сухое,Россия,Крым,unknown,Andryus Yutsis,unknown,Рислинг рейнский,Бочка,12.0,9.0,0,1,2021,0
0.75,Rudeles,1809.0,2261.0,Тихое,Красное,Сухое,Испания,Кастилия и Леон,Ribera del Duero DO,Rudeles,DO,ГарначаТемпранильо,Стальной чан,12.914653243847875,17.0,0,0,unknown,0
0.75,Vignobles Lassagne,2630.0,3287.0,Тихое,Белое,Сухое,Франция,Бордо,Bordeaux AOC,Vignobles Lassagne,AOC/AOP,Совиньон бланСемильон,Бочка,13.0,11.0,0,0,unknown,0
0.75,Val de Vid,2380.0,2975.0,Тихое,Белое,Сухое,Испания,Руэда,Rueda DO,Val de Vid,DO,Вердехо,Бочка,13.5,11.0,0,0,unknown,0
0.75,Marchand-Tawse,17857.0,17857.0,Тихое,Красное,Сухое,Франция,Бургундия,Nuits-Saint-Georges AOС,Marchand-Tawse,AOC/AOP,Пино нуар,Бочка,14.0,15.0,0,0,2019,0
0.75,Piccini,1287.0,1609.0,Тихое,Красное,Полусухое,Италия,Апулия,Puglia IGT,Piccini,IGT/IGP,НегроамароПримитиво,Цементная емкость,15.0,17.0,0,0,unknown,0
0.75,unknown,1681.0,1681.0,Тихое,Белое,Сухое,Испания,Валенсия,Utiel-Requena DO,Coviñas,DO,Шардоне,Стальной чан,12.914653243847875,11.0,0,0,2022,0
1.5,Domaine Charly Nicolle,8938.0,11172.0,Тихое,Белое,Сухое,Франция,Бургундия,Chablis AOC,Domaine Charly Nicolle,AOC/AOP,Шардоне,Стальной чан,12.5,9.0,0,0,unknown,0
0.75,Bolla,1231.0,1231.0,Тихое,Белое,Сухое,Италия,Венето,Soave Classico DOC,Bolla,DOC/DOP,ГарганегаТреббьяно ди соаве,Стальной чан,12.5,11.0,0,0,unknown,0
0.75,Bodegas Covila,1198.0,1497.0,Тихое,Красное,Сухое,Испания,Риоха,Rioja DOCa,Bodegas Covila,DOCa,Темпранильо,Бочка,13.5,17.0,0,0,unknown,0
0.75,Maison Riviere,3427.0,4284.0,Десертное,Белое,Сладкое,Франция,Бордо,Sauternes AOC,Maison Riviere,AOC/AOP,СемильонСовиньон блан,Бочка,14.0,9.0,0,0,unknown,0
0.75,Olymp Winery,438.0,626.0,Тихое,Красное,Сухое,Россия,Краснодарский край,unknown,Olymp Winery,ЗГУ,Саперави,Стальной чан,11.0,17.0,0,0,2020,0
0.75,Bodegas Muga,2326.0,2326.0,Тихое,Розовое,Сухое,Испания,Риоха,Rioja DOCa,Bodegas Muga,DOCa,ТемпранильоВиураГарнача,Бочка,13.5,9.0,0,0,unknown,0
0.75,Conde de Hervias,9627.0,12034.0,Тихое,Красное,Сухое,Испания,Риоха,Rioja DOC,Conde de Hervias,DOC/DOP,ТемпранильоГрасиано,Бочка,14.0,17.0,0,0,unknown,0
0.75,Chateau La Conseillante,38707.0,38707.0,Тихое,Красное,Сухое,Франция,Бордо,Pomerol AOC,Chateau La Conseillante,AOC/AOP,МерлоКаберне фран,Бочка,12.914653243847875,17.0,0,0,2013,0
0.75,Martin Codax,1894.0,2367.0,Тихое,Белое,Сухое,Испания,Галисия,Rias Baixas DO,Martin Codax,DO,Альбариньо,Стальной чан,11.5,11.0,0,0,unknown,0
0.75,unknown,19900.0,19900.0,Десертное,Белое,Сладкое,Франция,Бордо,Sauternes AOC,Chateau Lafaurie-Peyraguey,AOC/AOP,СемильонСовиньон блан,Бочка,13.5,9.0,0,0,2019,0
0.75,Wein und Wasser,904.0,1130.0,Тихое,Белое,Сухое,Россия,Крым,unknown,Wein und Wasser,unknown,ВионьеМускат,Стальной чан,12.5,9.0,0,0,unknown,0
0.75,Giovanni Sallemi,2592.0,3240.0,Тихое,Красное,Сухое,Италия,Силиция,Terre Siciliane IGT,Giovanni Sallemi,IGT/IGP,Неро д'авола,Стальной чан,13.0,17.0,0,1,2015,0
0.75,Raymond,3204.0,3204.0,Тихое,Белое,Сухое,США,Калифорния,California,Raymond,unknown,Шардоне,Бочка,13.0,11.0,0,0,2021,0
0.75,Luis Felipe Edwards,1239.0,1549.0,Тихое,Красное,Сухое,Чили,Центральная долина,Colchagua Valley DO,Luis Felipe Edwards,DO,Мерло,Бочка,14.0,17.0,0,0,unknown,0
0.75,Бурлюк,462.0,577.0,Тихое,Белое,Сухое,Россия,Крым,unknown,Бурлюк,unknown,АлиготеШардоне,Стальной чан,11.0,11.0,0,0,unknown,0
0.75,Bourillon Dorleans,4716.0,5895.0,Тихое,Белое,Сухое,Франция,Долина Луары,Vouvray AOC,Bourillon Dorleans,AOC/AOP,Шенен блан,Бочка,14.5,11.0,0,0,unknown,0
0.75,Belmas Winery,3282.0,5967.0,Тихое,Розовое,Сухое,Россия,Крым,unknown,Belmas Winery,unknown,Каберне совиньон,unknown,13.0,11.0,0,0,2021,0
0.75,unknown,2073.0,2073.0,Тихое,Красное,Сухое,Германия,Райнхессен,Rheinhessen QbA,Einig-Zenzen,QbA,Пино нуар,Стальной чан,13.0,17.0,0,0,2022,0
0.75,Золотая Балка,506.0,633.0,Тихое,Белое,Сухое,Россия,Крым,Крым ЗГУ,Золотая Балка,ЗГУ,Шардоне,Стальной чан,12.0,11.0,0,0,unknown,0
0.75,Olymp Winery,474.0,474.0,Тихое,Красное,Полусладкое,Россия,unknown,unknown,Olymp Winery,unknown,Мерло,unknown,11.0,15.0,0,0,unknown,0
1.5,Stefan Potzinger,11450.0,11450.0,Тихое,Белое,Сухое,Австрия,Штирия,Sudsteiermark DAC,Stefan Potzinger,DAC,Совиньон блан,Стальной чан,14.0,9.0,1,0,2022,0
0.75,Ca'Rugate,7045.0,8806.0,Тихое,Красное,Сухое,Италия,Венето,Amarone della Valpolicella DOCG,Ca'Rugate,DOCG,КорвинаРондинеллаКорвиноне,Бочка,15.0,17.0,0,0,unknown,0
0.75,Pago de Los Balagueses,3402.0,4253.0,Тихое,Красное,Сухое,Испания,Валенсия,Vino de Pago DOP,Pago de Los Balagueses,DOC/DOP,Сира,Бочка,15.0,17.0,0,1,unknown,0
0.75,Marchand-Tawse,5990.0,5990.0,Тихое,Красное,Сухое,Франция,Бургундия,Coteaux Bourguignons AOС,Marchand-Tawse,AOC/AOP,Гаме,Бочка,13.0,15.0,0,0,2021,0
0.75,Domaine Garnier & Fils,10737.0,10737.0,Тихое,Белое,Сухое,Франция,Бургундия,Chablis 1er Cru AOС,Domaine Garnier & Fils,AOC/AOP,Шардоне,Бочка,12.5,13.0,0,1,2018,0
0.75,Alma Valley,657.0,821.0,Тихое,Красное,Сухое,Россия,Крым,Крым ЗГУ,Alma Valley,ЗГУ,Каберне совиньонШираз,Бочка,14.0,17.0,0,0,unknown,0
0.75,Feudo Arancio,1523.0,1904.0,Тихое,Красное,Сухое,Италия,Сицилия,Sicilia DOC,Feudo Arancio,DOC/DOP,Неро д'аволаКаберне совиньон,Бочка,13.5,17.0,0,0,unknown,0
0.75,Domaine de Mouscaillo,6583.0,6583.0,Тихое,Красное,Сухое,Франция,Лангедок-Руссийон,Haute Vallee de l'Aude IGP,Domaine de Mouscaillo,IGT/IGP,Пино нуар,Бочка,13.5,15.0,0,1,2020,0
0.75,Antica Casa Vinicola Scarpa,1615.0,2019.0,Тихое,Красное,Сухое,Италия,Пьемонт,Barbera d'Asti DOCG,Antica Casa Vinicola Scarpa,DOCG,Барбера,Стальной чан,13.5,17.0,0,0,2020,0
0.75,Weingut Heninger,1998.0,1998.0,Тихое,Розовое,Сухое,Австрия,Нижняя Австрия,Niederosterreich,Weingut Heninger,unknown,Цвайгельт,Стальной чан,12.5,9.0,0,0,unknown,0
0.75,unknown,32900.0,32900.0,Тихое,Красное,Сухое,Франция,Бордо,Pessac-Léognan AOC,Chateau Smith Haut Lafitte,AOC/AOP,Каберне совиньонМерлоКаберне франПти вердо,Бочка,14.0,17.0,0,0,2017,0
0.75,Bodega San Telmo,1286.0,1837.0,Тихое,Красное,Сухое,Аргентина,Мендоса,unknown,Bodega San Telmo,unknown,Мальбек,Бочка,12.914653243847875,17.0,0,0,2022,0
0.75,Askaneli,1012.0,1446.0,Тихое,Красное,Полусладкое,Грузия,Кахетия,unknown,Askaneli,unknown,СаперавиМускат,Бочка,12.5,17.0,0,0,2021,0
0.75,Winery Despotika,3900.0,3900.0,Тихое,Белое,Полусухое,Сербия,Сумадия,unknown,Winery Despotika,unknown,Рислинг рейнский,Стальной чан,12.5,9.0,0,0,2020,0
0.75,Elias Mora,2570.0,3213.0,Тихое,Красное,Сухое,Испания,Кастилия и Леон,Toro DO,Elias Mora,DO,Темпранильо,Бочка,15.0,17.0,0,0,unknown,0
0.75,unknown,4366.0,4366.0,Тихое,Розовое,Сухое,Франция,Прованс,Cotes de Provence AOС,Domaine Gavoty,AOC/AOP,ГренашСенсо,Стальной чан,13.5,11.0,0,0,unknown,0
0.75,unknown,9990.0,9990.0,Тихое,Красное,Сухое,Франция,Бордо,Pessac-Léognan AOC,Chateau de Fieuzal,AOC/AOP,Cовиньон бланСемильон,Бочка,13.0,17.0,0,0,2013,0
0.75,Damilano,2856.0,3570.0,Тихое,Красное,Сухое,Италия,Пьемонт,Barbera d'Alba DOC,Damilano,DOC/DOP,Барбера,Бочка,12.914653243847875,17.0,0,0,unknown,0
0.75,unknown,1687.0,2109.0,Тихое,Красное,Сухое,Россия,Ростовская область,Долина Дона ЗГУ,Винодельня Ведерниковъ,ЗГУ,Цимлянский черный,Бочка,14.0,17.0,0,0,2019,0
0.75,unknown,7525.0,7525.0,Тихое,Красное,Сухое,Австралия,Южная Австралия,Barossa Valley GI,Hentley Farm,GI,Шираз,Бочка,15.5,15.0,0,1,2020,0
0.75,Дом Захарьиных,566.0,707.0,Тихое,Белое,Сухое,Россия,Крым,Крым ЗГУ,Дом Захарьиных,ЗГУ,Шардоне,Стальной чан,11.5,11.0,0,0,unknown,0
0.75,Cono Sur,1121.0,1401.0,Тихое,Белое,Сухое,Чили,Центральная долина,unknown,Cono Sur,unknown,Шардоне,Стальной чан,13.0,11.0,0,0,unknown,0
0.75,Bodegas del Saz,719.0,899.0,Тихое,Белое,Полусладкое,Испания,Кастилия-Ла-Манча,unknown,Bodegas del Saz,unknown,Айрен,Стальной чан,10.75,9.0,0,0,unknown,0
0.75,Domaine Roy,11050.0,11050.0,Тихое,Белое,Сухое,Франция,Бургундия,Chablis 1er Cru AOС,Domaine Roy,AOC/AOP,Шардоне,Стальной чан,13.0,11.0,0,0,2020,0
0.75,Chateau Mukhrani,2225.0,2781.0,Тихое,Белое,Сухое,Грузия,Квемо-Картли,unknown,Chateau Mukhrani,unknown,Шардоне,Стальной чан,12.5,11.0,0,0,unknown,0
0.75,Chateau Manavi,1358.0,1358.0,Тихое,Красное,Полусладкое,Грузия,Кахетия,Киндзмараули ЗГУ,Chateau Manavi,unknown,Саперави,unknown,11.5,17.0,0,0,2022,0
0.75,unknown,10388.0,10388.0,Тихое,Красное,Сухое,Франция,Бордо,Haut-Médoc AOC,Chateau Sociando-Mallet,AOC/AOP,Каберне совиньонМерлоКаберне фран,Бочка,13.0,17.0,0,0,2012,0
0.75,unknown,1686.0,2108.0,Тихое,Красное,Сухое,Россия,Ростовская область,Долина Дона ЗГУ,Винодельня Ведерниковъ,ЗГУ,Каберне совиньон,Бочка,14.5,17.0,0,0,unknown,0
0.75,unknown,38249.0,38249.0,Тихое,Красное,Сухое,Чили,Аконкагуа,Aconcagua Valley DO,Seña,DO,Каберне совиньонмальбекКарменерКаберне франПти вердо,Бочка,13.5,17.0,1,1,2017,0
0.75,Mazzei,2951.0,3689.0,Тихое,Красное,Сухое,Италия,Тоскана,Morellino di Scansano DOCG,Mazzei,DOCG,СанджовезеКаберне совиньон,Бочка,13.2,17.0,0,0,unknown,0
0.75,unknown,10337.0,10337.0,Тихое,Красное,Полусухое,Италия,Венето,Amarone della Valpolicella DOCG,Cesari,DOCG,КорвинаРондинелла,Бочка,15.0,17.0,1,0,2018,0
0.75,Mazzei,1999.0,2499.0,Тихое,Белое,Сухое,Италия,Тоскана,Toscana IGT,Mazzei,IGT/IGP,Верментино,Стальной чан,12.8,9.0,0,0,unknown,0
0.75,Inama,2190.0,2737.0,Тихое,Белое,Сухое,Италия,Венето,Soave Classico DOC,Inama,DOC/DOP,Гарганега,Стальной чан,12.0,9.0,0,0,unknown,0
0.75,unknown,6106.0,6106.0,Тихое,Белое,Сухое,Германия,Рейнгау,Rheingau QbA,J.B. Becker,QbA,Рислинг,Бочка,12.0,7.0,0,1,2017,0
